course_id,level,latest_offering,college_desc,department_desc,title_long_desc,course_text_narrative,n_unique,n_department,row_number
AHS 183,Undergraduate,202240,"Humanities, Arts, and Soc Sci",Art History,PHOTOGRAPHY ON DISPLAY,"4 Units, Lecture, 3 hours; individual study, 3 hours. Prerequisite(s):  Restricted to class level standing of sophomore, junior, or  senior;  or consent of instructor. Covers various topics related to current exhibitions at the California Museum of Photography.  Provides the necessary historical and theoretical background of the specific photographs on display. Addresses the wider museum context of the difference between working photographs, art photographs, and the politics of that designation.   Course is repeatable as content or topic changes to a maximum of 12 units. ",1,1,61
AHS 189E,Undergraduate,202340,"Humanities, Arts, and Soc Sci",Art History,TOPICS IN CONTEMPORARY ART,"4 Units, Lecture, 3 hours, individual study, 3 hours. Prerequisite(s): sophomore or junior or senior standing; or consent of instructor. Addresses selected issues, movements, and artists of importance to international art history since the 1960s. E. Art since Conceptual Art. Each segment is repeatable as its topics change to a maximum of 12 units.",1,1,62
AHS 190,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Art History,SPECIAL STUDIES,"1 to 5 Units, variable hours. Prerequisite(s): To be taken with the consent of the chair of the department as a means of meeting special curricular problems. Course is repeatable to a maximum of 12 units.",1,1,63
AHS 192,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Art History,JUNIOR AND SENIOR SEMINAR IN ART HISTORY,"4 Units, Seminar, 3 hours; individual study, 3 hours. Prerequisite(s): upper-division standing in Art History or Art History Administrative Studies. Critical study of selected topics in the history of art and its methods. Topics vary. Course is repeatable to a maximum of 12 units.",1,1,64
AHS 195H,Undergraduate,202410,"Humanities, Arts, and Soc Sci",Art History,SENIOR HONORS THESIS,"1 to 4 Units, Thesis, 3 hours to 12 hours. Prerequisite(s): admission to University Honors or consent of the Art History Department. Independent research and preparation of a senior honors thesis completed under the supervision of a faculty member. Satisfactory (S) or No Credit (NC) grading is not available. Course is repeatable to a maximum of 8 units.",1,1,65
AHS 198I,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Art History,INDIVIDUAL INTERNSHIP,"1 to 12 Units, Research, variable hours. Prerequisite(s): consent of instructor and upper-division standing. Individual study or apprenticeship in a museum, art library, or slide and photo archive in order to gain practical experience and skills for future professional work. Graded Satisfactory (S) or No Credit (NC). Course is repeatable to a maximum of 16 units.",1,1,66
AHS 251A,Graduate,202340,"Humanities, Arts, and Soc Sci",Art History,PROSEMINAR IN HISTORIOGRAPHY,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): graduate standing or consent of instructor. An introduction to the history of the discipline of art history. Covers historiographic traditions from antiquity to the present. Includes instruction in preparing a conference paper as an element of professional training.
",1,1,67
AHS 251B,Graduate,202410,"Humanities, Arts, and Soc Sci",Art History,PROSEMINAR IN METHODOLOGY,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): graduate standing or consent of instructor. An introduction to current methodologies of art history. Covers the models and approaches in art history and cognate disciplines. Includes instruction in writing the methodological component of a grant application as an element of professional training.",1,1,68
AHS 260,Graduate,202320,"Humanities, Arts, and Soc Sci",Art History,SEMINAR IN LATIN AMERICAN ART,"4 Units, Seminar, 3 hours; research, 2 hours; term paper, 1 hour. Prerequisite(s): graduate standing or consent of instructor. Selected topics in the history and theory of Latin American art from the European conquest to the present. Course is repeatable.",1,1,69
AHS 263,Graduate,202240,"Humanities, Arts, and Soc Sci",Art History,SEMINAR IN ISLAMIC ART AND CULTURE,"4 Units, Seminar, 3 hours; research, 3 hours; term paper, 1 hour. Prerequisite(s): graduate standing or consent of instructor. Selected topics in the history and theory of Islamic art from the seventh century to the present. Course is repeatable as topics change to a maximum of 24 units.",1,1,70
AHS 267,Graduate,202340,"Humanities, Arts, and Soc Sci",Art History,SEMINAR IN ASIAN ART,"4 Units, Seminar, 3 hours; research, 3 hours; research paper, 1 hour.  Prerequisite(s): graduate standing or consent of instructor. Covers special topics in Asian art. Course is repeatable.",1,1,71
AHS 273,Graduate,202420,"Humanities, Arts, and Soc Sci",Art History,SEMINAR IN RENAISSANCE ART,"4 Units, Seminar, 3 hours; research, 2 hours; term paper, 1 hour. Prerequisite(s): graduate standing or consent of instructor. Special topics in Italian and/or Northern Renaissance art. Course is repeatable.
",1,1,72
AHS 274,Graduate,202140,"Humanities, Arts, and Soc Sci",Art History,SEMINAR IN SEVENTEENTH- AND EIGHTEENTH-CENTURY ART,"4 Units, Seminar, 3 hours; research, 2 hours; term paper, 1 hour. Prerequisite(s): graduate standing or consent of instructor. Special topics in seventeenth- and eighteenth-century art. Course is repeatable.",1,1,73
AHS 279,Graduate,202420,"Humanities, Arts, and Soc Sci",Art History,SEMINAR IN AMERICAN ART,"4 Units,  Seminar, 3 hours; research, 3 hours; research paper, 1 hour. Prerequisite(s): graduate standing or consent of instructor. Selected topics in the history and theory of American art, photography, and visual/material culture from the colonial period to the present.
 Course is repeatable.",1,1,74
AHS 280,Graduate,202340,"Humanities, Arts, and Soc Sci",Art History,"SEMINAR IN RESEARCH, CRITICAL ANALYSIS, AND THESIS WRITING","4 Units, Seminar, 3 hours, research 3 hours. Prerequisite(s): graduate standing or consent of instructor. Covers advanced research that helps in conceptualizing a thesis topic, organizing and structuring material, and in writing one chapter of the thesis. Examines research in different fields of the history of art. Explores scholarly issues from a diversity of specializations. Course is repeatable.
",1,1,75
AHS 282,Graduate,202220,"Humanities, Arts, and Soc Sci",Art History,SEMINAR IN NEW MEDIA,"4 Units, Seminar, 3 hours; research, 3 hours; term paper, 1 hour. Prerequisite(s): graduate standing or consent of instructor. Selected topics in the history and theory of photography, film, video, and digital media. Course is repeatable.",1,1,76
AHS 283,Graduate,202310,"Humanities, Arts, and Soc Sci",Art History,SEMINAR IN HISTORY OF PHOTOGRAPHY,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): graduate standing or consent of instructor. Selected topics in the history of photography, with an emphasis on new theories and histories of photographic practice. Students encouraged to do research projects drawing on the collections of the UCR/California Museum of Photography. Course is repeatable.",1,1,77
AHS 284,Graduate,202410,"Humanities, Arts, and Soc Sci",Art History,SEMINAR IN CONTEMPORARY ART AND THEORY,"4 Units, Seminar, 3 hours; individual study, 3 hours; research paper, 1 hour. Prerequisite(s): graduate standing or consent of instructor. Studies of selected topics in contemporary art, photography, and related media, with an emphasis on critical theories of representation and issues of practice. Course is repeatable.",1,1,78
AHS 285,Graduate,202410,"Humanities, Arts, and Soc Sci",Art History,GETTY CONSORTIUM SEMINAR,"4 Units, Seminar, 3 hours; research, 3 hours. Prerequisite(s): graduate standing or consent of instructor. An intramural seminar at the Getty Research Institute. May be taken Satisfactory (S) or No Credit (NC) with consent of instructor and graduate advisor. Course is repeatable.",1,1,79
AHS 290,Graduate,202420,"Humanities, Arts, and Soc Sci",Art History,DIRECTED STUDIES,"1 to 6 Units, Research, variable hours. Prerequisite(s): consent of instructor. Independent work under a staff member's supervision in a particular field. Graded Satisfactory (S) or No Credit (NC). Course is repeatable.",1,1,80
AHS 292,Graduate,202420,"Humanities, Arts, and Soc Sci",Art History,CONCURRENT ANALYTICAL STUDIES,"1 to 4 Units, Research, 3 hours to 12 hours. Prerequisite(s): graduate standing and consent of instructor. To be taken concurrently with a 100-series course, but on an individual basis. It will be devoted to research, criticism, and written work of graduate order commensurate with the number of units elected. Graded Satisfactory (S) or No Credit (NC). May be repeated for credit.",1,1,81
AHS 297,Graduate,202420,"Humanities, Arts, and Soc Sci",Art History,DIRECTED RESEARCH,"1 to 6 Units, Research, variable hours. Prerequisite(s): consent of instructor, completion of language requirement, and one seminar. Research study or exploratory work toward the development of the thesis. Graded Satisfactory (S) or No Credit (NC). Course is repeatable.",1,1,82
AHS 298I,Graduate,202420,"Humanities, Arts, and Soc Sci",Art History,INDIVIDUAL INTERNSHIP,"1 to 4 Units, Research, variable hours. Prerequisite(s): graduate standing. Individual study or apprenticeship in a museum, art library, or slide and photo archive in order to gain practical experience and skills for future professional work. Graded Satisfactory (S) or No Credit (NC). Repeatable to a total of 12 units. Not more than 8 units count toward the 40 units required for the M.A.",1,1,83
AHS 299,Graduate,202420,"Humanities, Arts, and Soc Sci",Art History,RESEARCH FOR THESIS OR DISSERTATION,"1 to 12 Units, Thesis, 3 to 36 hours, variable hours. Prerequisite(s): consent of instructor, completion of language requirement, and one seminar. Thesis or Dissertation research and writing. Graded Satisfactory (S) or No Credit (NC). Course is repeatable.",1,1,84
AHS 301,Graduate,202410,"Humanities, Arts, and Soc Sci",Art History,DIRECTED STUDIES IN THE TEACHING OF THE HISTORY OF ART,"3 Units, Seminar, 2 hours; consultation, 1 hour.  Prerequisite(s): graduate standing A program of weekly meetings and individual formative evaluation required of new Art History Teaching Assistants. Covers instructional methods and classroom/section activities. Conducted by the Teaching Assistant Development Program and department faculty. Credit is not applicable toward degree unit requirements. Graded Satisfactory (S) or No Credit (NC).",1,1,85
AHS 302,Graduate,202420,"Humanities, Arts, and Soc Sci",Art History,TEACHING PRACTICUM,"1 to 4 Units, Lecture, 1 to 4 hours; clinic, 1 hour. Prerequisite(s): limited to departmental teaching assistants; graduate standing. Supervised teaching in upper- and lower-division Art History courses. Required of all Art History teaching assistants. Credit not applicable toward degree unit requirements. Graded Satisfactory (S) or No Credit (NC). May be repeated for credit.",1,1,86
ANTH 001,Undergraduate,202420,"Humanities, Arts, and Soc Sci",Anthropology,CULTURAL ANTHROPOLOGY,"4 Units, Lecture, 3 hours; discussion, 1 hour. Explores the basic contributions of anthropology to the understanding of human behavior and culture and the explanation of similarities and differences among human societies. Addresses the relevance of materials drawn from tribal and peasant culture to problems of the modern world. Stresses the application of anthropological methods to research problems.     Credit is awarded for one of the following  ANTH 001,  ANTH 001H, or ANTH 001W.",1,1,87
